exp_index,definition,prompt_tag,final_label,source_exp_dir,wrong_kernel,gemini_kernel,qwen_kernel,qwen_vs_gemini_line_ratio,wrong_vs_gemini_line_ratio,wrong_vs_qwen_line_ratio,qwen_lines,gemini_lines,wrong_lines,qwen_bytes,gemini_bytes,wrong_bytes,qwen_has_cutensor_map,qwen_has_tma,qwen_has_mbarrier,qwen_has_wgmma,qwen_has_setmaxnreg,qwen_has_cuda_func_attr,qwen_has_atomic_float,qwen_has_float_atomicmax_call,qwen_has_cluster_tma,qwen_has_cta_tma,gemini_has_cutensor_map,gemini_has_tma,gemini_has_mbarrier,gemini_has_wgmma,gemini_has_setmaxnreg,gemini_has_cuda_func_attr,gemini_has_atomic_float,gemini_has_float_atomicmax_call,gemini_has_cluster_tma,gemini_has_cta_tma,reasoning_categories,reasoning_chars,assistant_code_chars
136,mha_with_lse_d128_causal,hopper-08,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_009/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_180/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_136/kernel.cu,0.4554,0.4632,0.5797,336,393,354,14693,18127,16824,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,88491,77873
137,mha_with_lse_d128_causal,hopper-08,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_009/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_181/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_137/kernel.cu,0.5324,0.4525,0.4937,275,326,284,13491,15620,14620,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,122067,69368
138,mha_with_lse_d128_causal,hopper-08,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_009/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_182/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_138/kernel.cu,0.5714,0.6105,0.617,298,304,266,14614,15846,13706,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,106833,72864
139,mha_with_lse_d128_causal,hopper-08,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_009/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_183/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_139/kernel.cu,0.3056,0.4465,0.3624,305,343,302,13323,15310,14663,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,131418,66060
140,mha_with_lse_d128_causal,hopper-08,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_010/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_184/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_140/kernel.cu,0.3333,0.4686,0.2713,331,395,561,14870,14807,23631,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,79048,74903
141,mha_with_lse_d128_causal,hopper-08,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_011/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_188/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_141/kernel.cu,0.6592,0.5763,0.6557,437,458,597,16994,17172,24055,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,115071,85117
142,mha_with_lse_d128_causal,hopper-08,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_011/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_190/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_142/kernel.cu,0.7087,0.6788,0.8042,472,448,483,18017,17072,18258,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,117258,89391
143,mha_with_lse_d128_causal,hopper-09,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_012/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_143/kernel.cu,0.5142,0.5554,0.5958,395,519,518,16935,22114,22962,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,106451,85212
144,mha_with_lse_d128_causal,hopper-09,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_012/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_192/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_144/kernel.cu,0.5612,0.4865,0.6558,406,485,518,18325,20351,22962,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;minimal_change_fixation;uncertainty_or_guessing,120767,92819
145,mha_with_lse_d128_causal,hopper-09,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_012/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_194/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_145/kernel.cu,0.5891,0.6221,0.6215,417,442,410,17698,19183,17208,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,107756,88512
146,mha_with_lse_d128_causal,hopper-09,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_012/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_194/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_146/kernel.cu,0.4945,0.4495,0.702,439,560,410,18918,24553,17208,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,127913,95243
147,mha_with_lse_d128_causal,hopper-09,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_013/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_198/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_147/kernel.cu,0.731,0.7397,0.7538,411,418,385,16551,17323,15219,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,117333,80344
148,mha_with_lse_d128_causal,hopper-09,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_013/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_198/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_148/kernel.cu,0.5836,0.575,0.8249,403,488,385,15928,19913,15219,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,114433,78910
149,mha_with_lse_d128_causal,hopper-09,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_014/kernel_t0.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_200/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_149/kernel.cu,0.1946,0.1374,0.1703,287,381,347,11508,15584,13581,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,146717,60616
150,mha_with_lse_d128_causal,hopper-09,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_014/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_201/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_150/kernel.cu,0.1841,0.1729,0.6341,231,410,261,8400,16444,9737,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,57299,44333
151,mha_with_lse_d128_causal,hopper-09,timeout,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_014/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_202/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_151/kernel.cu,0.3173,0.1679,0.2649,370,418,249,14714,16712,8937,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,125121,58439
152,mha_with_lse_d128_causal,hopper-09,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_014/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_203/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_152/kernel.cu,0.3502,0.1599,0.1562,341,390,248,14265,14672,8857,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;minimal_change_fixation;uncertainty_or_guessing,86809,100324
153,mha_with_lse_d128_causal,hopper-09,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_015/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_205/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_153/kernel.cu,0.3991,0.3137,0.5583,414,438,410,17528,18708,17245,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,78368,86455
154,mha_with_lse_d128_causal,hopper-09,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_015/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_205/kernel_v1.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_154/kernel.cu,0.3352,0.2854,0.675,387,508,410,16558,21898,17245,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,113540,84215
155,mha_with_lse_d128_causal,hopper-014,runtime_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_016/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_208/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_155/kernel.cu,0.1816,0.0206,0.0472,296,442,43,13062,18579,1480,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,119844,72148
156,mha_with_lse_d128_causal,hopper-014,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_018/kernel_t3.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_217/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_156/kernel.cu,0.7923,0.7734,0.8741,560,528,584,21092,19281,21542,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,117899,107062
157,mha_with_lse_d128_causal,hopper-014,compile_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_019/kernel_t1.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_219/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_157/kernel.cu,0.048,0.1927,0.067,230,436,218,9420,16495,7476,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,121419,52862
158,mha_with_lse_d128_causal,hopper-014,numerical_error,scale-d128-fixit-qwen36-27b-gemini,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-d128-causal/kernels/exp_019/kernel_t2.cu,/home/ubuntu/AccRL-exps/eval_runs/scale-d128-fixit-qwen36-27b-gemini/success/exp_220/kernel_v0.cu,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-pair-notes-fixit/exp_158/kernel.cu,0.2719,0.1879,0.2392,363,446,214,13333,15956,6951,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,wgmma_descriptor_layout;mbarrier_tma_sequence;tma_tensor_map_coords;softmax_lse_reduction;indexing_block_mapping;compile_symbol_patch;performance_timeout;minimal_change_fixation;uncertainty_or_guessing,117014,66351
