definition,workload,trajectory_id,turn,baseline_correctness,sft_correctness,baseline_correct,sft_correct,correct_delta,baseline_exp_dir,sft_exp_dir,baseline_prompt_tokens,sft_prompt_tokens,delta_prompt_tokens,baseline_completion_tokens,sft_completion_tokens,delta_completion_tokens,baseline_reasoning_tokens,sft_reasoning_tokens,delta_reasoning_tokens,baseline_reasoning_fraction,sft_reasoning_fraction,delta_reasoning_fraction,baseline_content_chars,sft_content_chars,delta_content_chars,baseline_pre_code_chars,sft_pre_code_chars,delta_pre_code_chars,baseline_code_chars,sft_code_chars,delta_code_chars,baseline_provider_visible_chars,sft_provider_visible_chars,delta_provider_visible_chars,baseline_feedback_chars,sft_feedback_chars,delta_feedback_chars
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_006,5,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,52785.0,57078.0,4293.0,5640.0,22864.0,17224.0,,17806.0,,,0.778778866340098,,12383.0,13156.0,773.0,214.0,2.0,-212.0,12159.0,13144.0,985.0,12383.0,13156.0,773.0,780.0,1017.0,237.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_006,6,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,57695.0,62480.0,4785.0,21188.0,42689.0,21501.0,,37631.0,,,0.8815151444165944,,12971.0,13156.0,185.0,237.0,2.0,-235.0,12724.0,13144.0,420.0,12971.0,13156.0,185.0,745.0,1017.0,272.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_006,7,Runtime error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,63293.0,67882.0,4589.0,10766.0,54308.0,43542.0,,45458.0,,,0.8370405833394712,,11869.0,20071.0,8202.0,200.0,2.0,-198.0,11659.0,20059.0,8400.0,11869.0,20071.0,8202.0,1547.0,10197.0,8650.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_007,0,Runtime error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,26498.0,24596.0,-1902.0,14550.0,23004.0,8454.0,,19058.0,,,0.8284646148495913,,11914.0,10216.0,-1698.0,2.0,2.0,0.0,11902.0,10204.0,-1698.0,11914.0,10216.0,-1698.0,825.0,2213.0,1388.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_007,1,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,31562.0,29182.0,-2380.0,15824.0,20966.0,5142.0,,17459.0,,,0.8327291805780788,,13186.0,9104.0,-4082.0,373.0,2.0,-371.0,12803.0,9092.0,-3711.0,13186.0,9104.0,-4082.0,295.0,673.0,378.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_007,2,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,36826.0,32979.0,-3847.0,5781.0,31455.0,25674.0,,27473.0,,,0.8734064536639644,,12775.0,10369.0,-2406.0,2.0,2.0,0.0,12763.0,10357.0,-2406.0,12775.0,10369.0,-2406.0,840.0,790.0,-50.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_007,3,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,42208.0,37261.0,-4947.0,11561.0,65707.0,54146.0,,61230.0,,,0.9318641849422435,,12863.0,11633.0,-1230.0,233.0,2.0,-231.0,12620.0,11621.0,-999.0,12863.0,11633.0,-1230.0,811.0,1056.0,245.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_007,4,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,47556.0,42120.0,-5436.0,6598.0,13002.0,6404.0,,9180.0,,,0.7060452238117213,,13352.0,9816.0,-3536.0,220.0,2.0,-218.0,13122.0,9804.0,-3318.0,13352.0,9816.0,-3536.0,807.0,790.0,-17.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_007,5,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,53082.0,46242.0,-6840.0,8843.0,17988.0,9145.0,,13742.0,,,0.763953746942406,,12611.0,10738.0,-1873.0,177.0,2.0,-175.0,12424.0,10726.0,-1698.0,12611.0,10738.0,-1873.0,858.0,790.0,-68.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_007,6,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,58379.0,50786.0,-7593.0,10443.0,39419.0,28976.0,,34337.0,,,0.8710773992237246,,13571.0,12936.0,-635.0,317.0,2.0,-315.0,13244.0,12924.0,-320.0,13571.0,12936.0,-635.0,1263.0,1139.0,-124.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_007,7,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,63983.0,56301.0,-7682.0,5253.0,25252.0,19999.0,,20770.0,,,0.8225091081894503,,13236.0,11262.0,-1974.0,2.0,2.0,0.0,13224.0,11250.0,-1974.0,13236.0,11262.0,-1974.0,1039.0,1065.0,26.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_008,0,Runtime error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,26041.0,24139.0,-1902.0,52034.0,24257.0,-27777.0,,20775.0,,,0.856453807148452,,15256.0,9143.0,-6113.0,471.0,2.0,-469.0,14775.0,9131.0,-5644.0,15256.0,9143.0,-6113.0,828.0,648.0,-180.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_008,1,Runtime error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,31954.0,27896.0,-4058.0,23124.0,28250.0,5126.0,,23966.0,,,0.848353982300885,,15180.0,10875.0,-4305.0,351.0,2.0,-349.0,14819.0,10863.0,-3956.0,15180.0,10875.0,-4305.0,828.0,3266.0,2438.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_008,2,Compilation error,Extraction error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,37793.0,33168.0,-4625.0,10129.0,81920.0,71791.0,,81920.0,,,1.0,,14739.0,0.0,-14739.0,315.0,0.0,-315.0,14414.0,0.0,-14414.0,14739.0,0.0,-14739.0,879.0,174.0,-705.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_008,3,Runtime error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,43403.0,33220.0,-10183.0,5323.0,43536.0,38213.0,,38551.0,,,0.8854970599044469,,14419.0,12369.0,-2050.0,2.0,2.0,0.0,14407.0,12357.0,-2050.0,14419.0,12369.0,-2050.0,832.0,686.0,-146.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_008,4,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,48983.0,38494.0,-10489.0,8092.0,34406.0,26314.0,,30163.0,,,0.8766784863105272,,13459.0,10731.0,-2728.0,301.0,2.0,-299.0,13148.0,10719.0,-2429.0,13459.0,10731.0,-2728.0,1135.0,681.0,-454.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_008,5,Runtime error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,54288.0,43021.0,-11267.0,4032.0,21982.0,17950.0,,18265.0,,,0.8309071058138477,,9840.0,9673.0,-167.0,2.0,2.0,0.0,9828.0,9661.0,-167.0,9840.0,9673.0,-167.0,877.0,679.0,-198.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_008,6,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,58516.0,47020.0,-11496.0,5217.0,8681.0,3464.0,,4880.0,,,0.5621472180624352,,11170.0,9848.0,-1322.0,219.0,2.0,-217.0,10941.0,9836.0,-1105.0,11170.0,9848.0,-1322.0,1007.0,659.0,-348.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_008,7,Numerical error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,63254.0,51073.0,-12181.0,31449.0,37820.0,6371.0,,32899.0,,,0.86988365943945,,10513.0,12832.0,2319.0,301.0,2.0,-299.0,10202.0,12820.0,2618.0,10513.0,12832.0,2319.0,657.0,681.0,24.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_009,0,Numerical error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,26041.0,24139.0,-1902.0,48964.0,23911.0,-25053.0,,20429.0,,,0.8543766467316298,,7906.0,9005.0,1099.0,679.0,2.0,-677.0,7217.0,8993.0,1776.0,7906.0,9005.0,1099.0,591.0,648.0,57.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_009,1,Runtime error,Extraction error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,29289.0,27894.0,-1395.0,27839.0,81920.0,54081.0,,81920.0,,,1.0,,8133.0,0.0,-8133.0,462.0,0.0,-462.0,7661.0,0.0,-7661.0,8133.0,0.0,-8133.0,851.0,174.0,-677.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_009,2,Numerical error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,32657.0,27946.0,-4711.0,9869.0,24381.0,14512.0,,20419.0,,,0.837496411139822,,7491.0,10437.0,2946.0,174.0,2.0,-172.0,7307.0,10425.0,3118.0,7491.0,10437.0,2946.0,591.0,682.0,91.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_009,3,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,35739.0,32191.0,-3548.0,6927.0,10543.0,3616.0,,6605.0,,,0.6264820259888078,,8505.0,10447.0,1942.0,253.0,2.0,-251.0,8242.0,10435.0,2193.0,8505.0,10447.0,1942.0,1082.0,670.0,-412.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_009,4,Numerical error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,39335.0,36390.0,-2945.0,11104.0,54195.0,43091.0,,49801.0,,,0.9189224098164037,,7453.0,11730.0,4277.0,200.0,2.0,-198.0,7243.0,11718.0,4475.0,7453.0,11730.0,4277.0,591.0,273.0,-318.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_009,5,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,42388.0,40888.0,-1500.0,10123.0,18993.0,8870.0,,14990.0,,,0.7892381403675038,,6906.0,10663.0,3757.0,191.0,2.0,-189.0,6705.0,10651.0,3946.0,6906.0,10663.0,3757.0,644.0,394.0,-250.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_009,6,Runtime error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,45304.0,45014.0,-290.0,5903.0,16703.0,10800.0,,12759.0,,,0.7638747530383764,,7105.0,10482.0,3377.0,200.0,2.0,-198.0,6895.0,10470.0,3575.0,7105.0,10482.0,3377.0,851.0,947.0,96.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_009,7,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,48321.0,49328.0,1007.0,8452.0,25880.0,17428.0,,21824.0,,,0.8432766615146832,,7608.0,10694.0,3086.0,179.0,2.0,-177.0,7419.0,10682.0,3263.0,7608.0,10694.0,3086.0,851.0,1092.0,241.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_010,0,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,26041.0,24139.0,-1902.0,11876.0,28598.0,16722.0,,24495.0,,,0.8565284285614378,,14308.0,10762.0,-3546.0,476.0,2.0,-474.0,13822.0,10750.0,-3072.0,14308.0,10762.0,-3546.0,284.0,836.0,552.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_010,1,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,32057.0,28532.0,-3525.0,5761.0,65638.0,59877.0,,61273.0,,,0.9334988878393613,,13793.0,11330.0,-2463.0,2.0,2.0,0.0,13781.0,11318.0,-2463.0,13793.0,11330.0,-2463.0,1055.0,3180.0,2125.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_010,2,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,38107.0,33844.0,-4263.0,6076.0,9178.0,3102.0,,4724.0,,,0.5147090869470473,,13526.0,11654.0,-1872.0,224.0,2.0,-222.0,13292.0,11642.0,-1650.0,13526.0,11654.0,-1872.0,731.0,758.0,27.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_010,3,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,43889.0,38570.0,-5319.0,5844.0,12596.0,6752.0,,9285.0,,,0.7371387742140362,,13036.0,8719.0,-4317.0,214.0,2.0,-212.0,12812.0,8707.0,-4105.0,13036.0,8719.0,-4317.0,405.0,501.0,96.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_010,4,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,49486.0,42029.0,-7457.0,5701.0,12450.0,6749.0,,8357.0,,,0.6712449799196787,,12501.0,10820.0,-1681.0,203.0,2.0,-201.0,12288.0,10808.0,-1480.0,12501.0,10820.0,-1681.0,201.0,836.0,635.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_010,5,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,54826.0,46412.0,-8414.0,4556.0,43691.0,39135.0,,39360.0,,,0.900872033141837,,11135.0,11195.0,60.0,188.0,2.0,-186.0,10937.0,11183.0,246.0,11135.0,11195.0,60.0,1072.0,758.0,-314.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_010,6,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,59494.0,51017.0,-8477.0,4692.0,16759.0,12067.0,,12193.0,,,0.7275493764544424,,11137.0,11786.0,649.0,155.0,2.0,-153.0,10972.0,11774.0,802.0,11137.0,11786.0,649.0,512.0,758.0,246.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_010,7,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,64063.0,55856.0,-8207.0,4777.0,50235.0,45458.0,,46318.0,,,0.9220264755648452,,11063.0,10564.0,-499.0,223.0,2.0,-221.0,10830.0,10552.0,-278.0,11063.0,10564.0,-499.0,512.0,664.0,152.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_011,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,26041.0,24139.0,-1902.0,21094.0,31436.0,10342.0,,27927.0,,,0.8883763837638377,,14244.0,9525.0,-4719.0,378.0,2.0,-376.0,13856.0,9513.0,-4343.0,14244.0,9525.0,-4719.0,3136.0,2527.0,-609.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_011,1,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,32280.0,28362.0,-3918.0,5057.0,20711.0,15654.0,,17039.0,,,0.8227029114963064,,12998.0,10031.0,-2967.0,2.0,2.0,0.0,12986.0,10019.0,-2967.0,12998.0,10031.0,-2967.0,2179.0,630.0,-1549.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_011,2,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,37957.0,32297.0,-5660.0,5258.0,23093.0,17835.0,,18340.0,,,0.7941800545619885,,12666.0,12646.0,-20.0,2.0,2.0,0.0,12654.0,12634.0,-20.0,12666.0,12646.0,-20.0,1054.0,744.0,-310.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_011,3,Runtime error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,43040.0,37321.0,-5719.0,11137.0,17925.0,6788.0,,13668.0,,,0.7625104602510461,,11579.0,11801.0,222.0,2.0,2.0,0.0,11567.0,11789.0,222.0,11579.0,11801.0,222.0,878.0,630.0,-248.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_011,4,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,47738.0,41841.0,-5897.0,14503.0,49120.0,34617.0,,44550.0,,,0.9069625407166124,,11666.0,12307.0,641.0,2.0,2.0,0.0,11654.0,12295.0,641.0,11666.0,12307.0,641.0,1014.0,768.0,-246.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_011,5,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,52432.0,46687.0,-5745.0,7455.0,25680.0,18225.0,,20381.0,,,0.7936526479750778,,11877.0,13718.0,1841.0,269.0,2.0,-267.0,11598.0,13706.0,2108.0,11877.0,13718.0,1841.0,2191.0,865.0,-1326.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_011,6,Kernel Execution Timeout,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,57551.0,52294.0,-5257.0,9923.0,38053.0,28130.0,,33632.0,,,0.883819935353323,,12701.0,11887.0,-814.0,221.0,2.0,-219.0,12470.0,11875.0,-595.0,12701.0,11887.0,-814.0,665.0,745.0,80.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_011,7,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,62514.0,56986.0,-5528.0,7747.0,11836.0,4089.0,,7284.0,,,0.6154106116931396,,11985.0,12166.0,181.0,213.0,2.0,-211.0,11762.0,12154.0,392.0,11985.0,12166.0,181.0,813.0,745.0,-68.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_012,0,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,26174.0,24272.0,-1902.0,16851.0,28555.0,11704.0,,24611.0,,,0.8618805813342671,,10196.0,10034.0,-162.0,2.0,2.0,0.0,10184.0,10022.0,-162.0,10196.0,10034.0,-162.0,1685.0,780.0,-905.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_012,1,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,31059.0,28496.0,-2563.0,10730.0,7645.0,-3085.0,,3954.0,,,0.5172007848266841,,10365.0,9503.0,-862.0,2.0,2.0,0.0,10353.0,9491.0,-862.0,10365.0,9503.0,-862.0,828.0,803.0,-25.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_012,2,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,35832.0,32470.0,-3362.0,9895.0,50824.0,40929.0,,45520.0,,,0.895639855186526,,10391.0,12786.0,2395.0,2.0,2.0,0.0,10379.0,12774.0,2395.0,10391.0,12786.0,2395.0,748.0,1045.0,297.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_012,3,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,40592.0,38140.0,-2452.0,19968.0,35990.0,16022.0,,31335.0,,,0.8706585162545152,,10438.0,11480.0,1042.0,2.0,2.0,0.0,10426.0,11468.0,1042.0,10438.0,11480.0,1042.0,780.0,2954.0,2174.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_012,4,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,45363.0,43653.0,-1710.0,9830.0,29640.0,19810.0,,24884.0,,,0.8395411605937921,,10440.0,11587.0,1147.0,2.0,2.0,0.0,10428.0,11575.0,1147.0,10440.0,11587.0,1147.0,828.0,3826.0,2998.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_012,5,Runtime error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,50159.0,49515.0,-644.0,21824.0,11791.0,-10033.0,,6792.0,,,0.5760325672122806,,10439.0,12427.0,1988.0,2.0,2.0,0.0,10427.0,12415.0,1988.0,10439.0,12427.0,1988.0,2120.0,1524.0,-596.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_012,6,Runtime error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,55243.0,54897.0,-346.0,19321.0,7601.0,-11720.0,,4142.0,,,0.5449282989080384,,11398.0,8858.0,-2540.0,265.0,2.0,-263.0,11123.0,8846.0,-2277.0,11398.0,8858.0,-2540.0,1440.0,665.0,-775.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_012,7,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,60449.0,58628.0,-1821.0,5819.0,18188.0,12369.0,,12774.0,,,0.7023312073894876,,10074.0,12865.0,2791.0,212.0,2.0,-210.0,9852.0,12853.0,3001.0,10074.0,12865.0,2791.0,722.0,1049.0,327.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_013,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,26174.0,24272.0,-1902.0,15742.0,37962.0,22220.0,,32733.0,,,0.8622569938359412,,14640.0,12822.0,-1818.0,2.0,2.0,0.0,14628.0,12810.0,-1818.0,14640.0,12822.0,-1818.0,3468.0,2542.0,-926.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_013,1,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,33457.0,30211.0,-3246.0,6267.0,47672.0,41405.0,,41693.0,,,0.8745804665212283,,13421.0,14545.0,1124.0,127.0,2.0,-125.0,13284.0,14533.0,1249.0,13421.0,14545.0,1124.0,1378.0,1377.0,-1.0
gemm_n7168_k5120,94920358-01a8-4c5b-9209-3103fd490e94,exp_013,2,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/2026-0524-1345,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-gemm,39671.0,36648.0,-3023.0,6866.0,23035.0,16169.0,,16465.0,,,0.71478185370089,,13429.0,15962.0,2533.0,161.0,2.0,-159.0,13258.0,15950.0,2692.0,13429.0,15962.0,2533.0,1378.0,10196.0,8818.0
